id,big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism
1,0.9890011551293124,0.7289370642273141,0.45769634541882087,0.988173317007135,0.12753038521435017
2,0.9814900070563471,0.6945694774976067,0.22931502610139431,0.13462757874155806,0.10208492264438213
3,0.9974572656396083,0.6654969426034877,0.3867999114449121,0.04860412168382022,0.14155647681784206
4,0.9391979074557011,0.6835130319004266,0.1266654146118063,0.11924743437778235,0.06772478020253686
5,0.9957535368595853,0.6591743723310294,0.42145560702906365,0.4462087622853351,0.0787602760714401
6,0.999418339178729,0.6510502001821836,0.09856022523278912,0.01056562543907752,0.15198117589958376
7,0.9705983691932198,0.3638919925084359,0.14917157800127473,0.0942990576015394,0.30787508929957497
8,0.992550992750069,0.5957852807113989,0.37015755421457597,0.24899978076078594,0.344415603225819
9,0.9226247320899026,0.33509826046723085,0.28468787329141354,0.03255894452618868,0.23053902716176977
10,0.9942976750053288,0.6364025983182285,0.1298497156127354,0.023678813668826793,0.3831900892188659
11,0.9925447802826821,0.4345993473642149,0.10517341317217366,0.14788861719883456,0.4485920844948944
12,0.9845610683503574,0.11637789052160696,0.011691703328609693,0.048052437356412736,0.17095378175370524
13,0.9662534779381287,0.3676989796135323,0.2906278735190728,0.46035962471580283,0.06889182810912248
14,0.9750001710076693,0.17960636876966252,0.37165863003859795,0.22097129154114536,0.6161258951784743
16,0.9981096638812168,0.33434012400577234,0.5846662778291642,0.31434955732251746,0.43500230166682624
18,0.9951816788324578,0.38290084511389194,0.2813868854285634,0.013432379662522975,0.1432309774493647
19,0.9988003257787837,0.44811720053023496,0.09957966797015577,0.024923753746151245,0.24476975715202093
20,0.9989406635183313,0.8213312776860311,0.7016128617470827,0.36272581249265945,0.1465338883970655
21,0.9869714111125233,0.3305184808329756,0.2682407804400175,0.7989862508127488,0.5782449619937008
22,0.9986655752706715,0.38521254981048014,0.3134448234004895,0.1872128815526357,0.24144047231020488
23,0.9848205966317722,0.3300578937987597,0.0966912381308862,0.3433100043230263,0.2950132586872295
25,0.9979157591487106,0.49510358221937634,0.3083877917438904,0.06667410671569224,0.27069945562344344
26,0.9538668409810814,0.2882496062701635,0.45219142233511606,0.5935190280234082,0.19354310047547613
27,0.9901582763025892,0.31220764680258284,0.16830734369147043,0.07383521727013626,0.2293637840897857
28,0.9774160682549851,0.4768588118914773,0.29923957780022625,0.1344176478031548,0.10930660988546304
29,0.9931469388314245,0.33065927005339535,0.34933054036526534,0.0926215793910099,0.03084349368285466
30,0.959381958858205,0.3638154552541683,0.13595774672460725,0.17295611153925838,0.34481272964835197
31,0.9999197087713134,0.41950524808987694,0.2018791848088109,0.0046862206939462525,0.23098742043970089
32,0.9970238606897712,0.2076041293056884,0.05617487203625804,0.29173564515111616,0.1834219488310821
33,0.965913167223371,0.794137382841474,0.2595272926171574,0.07548994337818726,0.5870852870253441
34,0.984406791712025,0.4848399004922724,0.2810250492554493,0.0811641087944851,0.2669585106387368
35,0.9860586877544322,0.40739849124649713,0.04090497742130805,0.4677752541288852,0.10933310071985175
36,0.9950341826333033,0.43718341361793966,0.6081076795745888,0.01810211627459868,0.013240563486707713
37,0.9950702859995781,0.45585960423539995,0.17688092422968843,0.056096345853284546,0.48220297899705583
38,0.9935417846409365,0.4287880805719763,0.12863299650702825,0.007269108742190944,0.16222893366124913
39,0.9767033248593842,0.233013018070651,0.02325393755301436,0.04307540790457215,0.32252711438565973
40,0.9956131687295524,0.22448528296482928,0.0432217683319327,0.0009514467401675608,0.31734715522009915
41,0.9662433751073882,0.4944774084717599,0.042358836873194694,0.06404490197898238,0.16972801144908384
42,0.998936220662083,0.5244058391582783,0.05452929552853031,0.014603993660893044,0.6589839962383557
43,0.9942760524438363,0.27882549063930434,0.27930642154433133,0.2606789338705323,0.5596100542244917
44,0.9958865263723425,0.42241864359849457,0.06351759644373489,0.18094843455838577,0.4668198281080342
45,0.9905206298681968,0.004906055977755064,0.08767105162082661,0.5453166134784486,0.7457826212060579
46,0.9564148406575135,0.1657838554078871,0.03850809486130807,0.37250457451548247,0.5786271965646032
47,0.998630635248246,0.41672599697594714,0.05606501313706452,0.016468658555025995,0.45273186149432065
48,0.9969396892600375,0.2894456333617077,0.25289698450471043,0.07147759722252645,0.4412198423388908
49,0.9978187856629788,0.5468858188104165,0.22554122366807072,0.02877284351899917,0.09161312256540582
50,0.9919771056828623,0.6002901942876339,0.25035884640368655,0.641676984691321,0.32877544805574144
51,0.9746221623502493,0.5994406277900196,0.4217583597952398,0.005804535147624024,0.040108496105278224
53,0.991138347982815,0.4774633930850823,0.7119902906585381,0.13953290214175235,0.0970342858431234
54,0.9793052114413991,0.5865948843082069,0.41413462948767576,0.12670496440289925,0.08165841765267623
55,0.9757698386431404,0.3119057161024612,0.3063389776249541,0.6241849837280796,0.7020670589656837
56,0.9926183503236626,0.3796558424113043,0.21652071152721242,0.049239416562647076,0.24966824734773468
57,0.9868619344542054,0.5432541061498736,0.07235167632470463,0.07199442526274064,0.29338033166960875
58,0.9781400023587679,0.5854918611957013,0.08503522942260805,0.11084987582861083,0.23576195705079278
59,0.9636693557448504,0.44116869127212377,0.10685148899344599,0.2322690268074677,0.3145468585486395
60,0.9657341555899503,0.2144522141649784,0.12842225149379477,0.6069948691243378,0.434703070340024
61,0.9989114972844921,0.31807296861723006,0.194538582763424,0.060783792814405324,0.23053033462022998
62,0.9523856153111154,0.5656839660875048,0.12005517759100476,0.24557971471286666,0.5409775023938298
63,0.9974373625518114,0.5489157802704598,0.5805731157474064,0.04148817569233165,0.05785272816517828
64,0.9969084230608359,0.2056416734571182,0.4590283764409514,0.5697793573003106,0.4038993394162378
65,0.9812276343020755,0.45478155619103966,0.07466686683515378,0.14368628889315177,0.7937230577053376
66,0.9831459797324885,0.327113336249541,0.19548969586349674,0.5040554242479167,0.4718118445642718
67,0.9991967767186063,0.32623215035119524,0.067033889185936,0.21822712783893222,0.5078558872100355
68,0.9962871149917683,0.12758455539363406,0.06508054956254045,0.07106719243515924,0.4212060033999025
69,0.999738697065365,0.4075085335202591,0.06650498637018076,0.01189988025701133,0.2228274182476646
70,0.5185924764457748,0.26109415185289486,0.21257690555252923,0.5850716162839249,0.061684647484232746
71,0.9560063725517864,0.29574599736540963,0.06514548776872287,0.2473172017373737,0.11784022326587629
72,0.9968125330917663,0.5832695506349476,0.30276285418071813,0.03734273608832489,0.07769917298229345
73,0.961775912529417,0.414185733954106,0.12530880562167418,0.03674526255474991,0.5275238771539259
74,0.9906812367214044,0.3724621373602871,0.3356342910203199,0.04845602479196992,0.3632447534820141
75,0.9635765907005832,0.8267146610403084,0.36237633816372217,0.3695520643706046,0.036901767194617074
76,0.9909398248797041,0.19337770864650716,0.033173358955552124,0.04841542114946146,0.5116194948140699
77,0.9974603323841198,0.2625516493492914,0.09251422703925982,0.009758262137813556,0.28946216371821504
78,0.9981277093787485,0.5189792545697798,0.41897205992422526,0.55344304543775,0.5925593077529958
79,0.9578059102356717,0.4659569332661316,0.4627062769740584,0.15863742887329707,0.003601430776047576
80,0.99518001814158,0.563431712757797,0.12537202149254684,0.0265584227382899,0.17032971761939292
81,0.12931539609356785,0.30907203057151533,0.0000018457953889217116,0.24665215767638332,0.9999822679671527
82,0.957679478730286,0.5470899001290839,0.030516876951707517,0.17698646608293273,0.5506714556494209
83,0.99891649458537,0.619815018162476,0.04955170744837645,0.01455290474882237,0.2954015962372903
84,0.9983958883323507,0.2998318604987765,0.2404565843012651,0.04735861899445715,0.35948151980097853
85,0.966785349552446,0.653045447985724,0.32780239857385846,0.09094648964093288,0.05982485954765271
86,0.966486067425466,0.36822671804122364,0.10169180062557126,0.8783825604855763,0.15251328186038454
87,0.9617361503515084,0.08064176244665555,0.11119582843078413,0.8040503469832812,0.4498113924974268
89,0.9038174485156016,0.17104144409083705,0.06373668461736898,0.003913317652136206,0.6956874062415168
90,0.9566136772338671,0.5304765651757858,0.31454822349649636,0.007187698244956409,0.1676679395081936
91,0.9536436612877108,0.522155022754491,0.35755777528772426,0.21638101085120187,0.14527900038162472
92,0.9793049421076718,0.5912116202349675,0.18487713671034695,0.031032058053799327,0.2991992971502163
93,0.9582484744474536,0.6705167173987021,0.15073092667287563,0.22562909505715406,0.29876194411517165
94,0.9992907979964314,0.3816125139401926,0.04356447157500065,0.1369268867187447,0.3268701095709254
96,0.9384410611762766,0.6115076113418441,0.18257337137208035,0.624356496651637,0.28069834662186677
97,0.9749438337206879,0.7816374033707381,0.058186191192785064,0.32403871569544707,0.2461311998707305
98,0.9995252330335598,0.284370387228954,0.044788931009251576,0.0031143844830198164,0.6421342839003323
99,0.7614504677195484,0.4786995965492013,0.9634987749611599,0.4301605531891977,0.37024112214771543
101,0.9555939510069864,0.16660714981244595,0.322737010649525,0.7130662090415282,0.6010041452048712
102,0.9974645507637483,0.2747064505518875,0.08656589375304924,0.25390661591825503,0.6634420734886037
103,0.9924041433801898,0.0342179364498747,0.05111870483747727,0.24950544027476512,0.8849992677167218
104,0.993701320873663,0.7978242983033885,0.38018707041972144,0.012159625834416599,0.11067617843005367
105,0.9907137933584234,0.45925059205121027,0.3383425518751045,0.07113889688684721,0.06543571514374191
108,0.9658958343766885,0.15929076281331817,0.7571562890103309,0.2083951629487839,0.475265057514493
109,0.978468851542103,0.5399976614409279,0.17207927669020867,0.4292134170926421,0.21982783179087395
110,0.7495101939468332,0.8927116264891377,0.8052610877666196,0.9443682983519364,0.6744069449305632
112,0.9996032597766119,0.4038258151862728,0.09851133256549982,0.28005345326811965,0.6476657859893397
113,0.9997466166382188,0.14658757800423317,0.13766366619264053,0.06736952219233033,0.3229775849404375
114,0.9731953203164719,0.29309440418929816,0.3036235497004095,0.6140104606966983,0.4059763630766653
